rs,name,lon,lat,r1
94,Pikeliskes,25.239,54.877,66
79,Glitiskes,25.224,54.985,39
28,Didziasalis,25.401,54.641,24
46,Eitminiskes,25.391,54.922,46
46,Didziosios Kabiskes,25.453,54.874,24
28,Tusciauliai,25.541,54.852,24
55,Rudausiai,25.576,54.906,55
28,Raudondvaris,25.543,54.875,0
134,Medininkai,25.646,54.536,79
24,Viktariskes,25.486,54.688,20
46,Skaisteriai,25.533,54.678,24
33,Uosininkai I,25.567,54.717,24
55,Piktakonys,25.407,54.557,39
66,Teresiskes,25.249,54.488,28
33,Parudaminys,25.269,54.524,28
94,Marijampolis,25.324,54.533,39
46,Rakonys,25.425,54.508,0
33,Karvys,25.132,54.876,0
39,Kiemeliai,25.008,54.857,28
39,Gudeliai,25.205,54.821,24
46,Kirtimai,25.674,54.793,24
39,Petruliskes,25.678,54.685,28
134,Suzionys,25.508,54.99,112
79,Skirlenai,25.622,54.97,66
94,Veriskes,25.477,54.898,24
66,Rastinenai,25.046,54.763,0
46,Zemaiteliai,25.564,54.555,20
46,Uzukene,25.504,54.588,24
55,Saviciunai,25.576,54.576,46
33,Raudondvaris,25.285,54.83,33
66,Azulauke,25.361,54.872,33
39,Kuosine,25.626,54.627,20
39,Kena,25.619,54.649,39
46,Geisiskes,24.922,54.852,33
112,Dukstos,24.972,54.823,55
33,Kyviskes,25.499,54.664,20
33,Tarnenai,25.149,54.547,20
46,Keturiasdesimt Totoriu,25.166,54.561,24
24,Melekonys,25.219,54.567,20
33,Didzialaukis,25.225,54.513,20
28,Didieji Lygainiai,25.069,54.566,20
24,Mereslenai,25.221,54.531,0
134,Gargzdai,21.392,55.71,134
46,Dacijonai,22.288,55.223,24
28,Skirgailai,22.288,55.208,20
39,Pilsudai,22.519,55.415,39
33,Trepai,22.567,55.428,20
79,Sauslaukis,21.902,55.529,24
55,Grimzdai,21.962,55.584,24
33,Pajuralis,21.948,55.543,24
39,Ruteliai,22.4,55.549,28
46,Izdonai,22.439,55.516,28
33,Gulbes,22.281,55.617,20
55,Bilioniai,22.306,55.594,33
55,Kosiai I,22.596,55.503,46
24,Struikai,22.217,55.489,20
66,Zukai,22.26,55.114,66
66,Kriokiskiai,22.17,55.154,39
39,Gudai,21.94,55.159,24
46,Piktupenai,21.984,55.154,39
66,Kentriai,21.993,55.197,33
66,Raguvele,24.662,55.656,0
79,Staskuniskis,25.032,55.376,39
46,Macionys,25.32,55.487,39
55,Auleliai,25.465,55.669,33
39,Vaitkunai,25.368,55.739,39
66,Grikiapeliai,25.328,55.652,33
55,Cekonys,25.233,55.58,39
33,Slavenai,25.095,55.491,33
28,Keblonys,25.155,55.515,28
28,Vikonys,25.065,55.539,28
33,Seriai,24.946,55.401,28
33,Sakvietis,22.363,55.386,33
33,Sungailiskiai,22.276,55.339,20
46,Sakiai,22.071,55.211,39
46,Visbarai,22.05,55.372,39
28,Kaubariskis,24.497,55.78,0
24,Naujikai,24.495,55.793,20
79,Trakiskis,24.514,55.733,46
24,Seskai,24.35,55.794,20
33,Plukiai,24.333,55.761,24
24,Kerava,24.448,55.678,20
28,Joniskelis,24.17,56.037,20
24,Aukstikalniai,24.406,56.073,20
28,Kiemeliai,24.471,56.068,20
28,Akmene II,22.738,56.26,20
66,Janauciai,22.88,55.598,28
33,Plentas,23.973,56.101,20
24,Byciai,24.946,55.828,20
28,Puponys,24.94,55.805,24
55,Virbaliskiai,25.056,55.94,39
55,Selyne,25.562,55.907,33
94,Norgelai,24.107,55.972,55
46,Pamazupiai,24.162,56.001,24
24,Saboniai,24.213,56.059,20
112,Porijai,24.578,55.942,39
33,Smilgiai,24.515,55.993,20
66,Sujetai,24.095,55.83,39
66,Aukstadvaris,24.296,55.479,33
33,Barklainiai I,24.338,55.58,0
24,Uzuneveziai,24.622,55.555,20
79,Silai,24.606,55.493,46
66,Skaistgiriai,24.255,55.831,46
160,Geguzine,24.342,55.856,66
46,Puodziunai,24.391,55.895,28
39,Pragarele,24.303,55.882,28
24,Liberiskis,24.108,55.698,0
33,Ragaine,24.18,55.702,20
46,Didieji Bausiai,25.421,54.325,24
55,Tabariskes,25.604,54.44,55
46,Skynimai I,25.428,54.442,46
33,Ciuziakampis,25.324,54.325,0
79,Gerviskes,25.21,54.288,39
66,Dailides,25.105,54.189,33
24,Valenai,21.246,55.839,0
79,Jokubavas,21.343,55.83,46
79,Senoji Ipiltis,21.25,56.12,55
46,Kumpikai,21.358,56.054,24
66,Suke,21.348,55.982,55
39,Nausedai,21.302,56.075,33
79,Laukzeme,21.202,56.07,39
55,Vaineikiai,21.352,56.008,28
55,Lazdininkai,21.202,56.002,28
55,Rukai,21.669,56.178,46
55,Narvydziai,21.555,56.293,28
66,Puodkaliai,21.532,56.234,33
66,Luknes,21.444,56.234,39
39,Vindeikiai,21.687,56.131,33
55,Sliktine,21.758,56.12,28
24,Satraminiai,21.523,56.142,0
46,Udraliai,21.55,56.197,28
46,Girdeniai,21.861,56.303,24
55,Nausedai,21.822,56.233,46
55,Puoke,21.9,56.187,28
55,Gesalai,21.779,56.309,39
24,Klauseikiai,21.749,56.288,24
33,Apuole,21.663,56.243,28
112,Kaukolikai,21.713,56.232,55
66,Kanteriskiai,21.573,55.249,39
55,Tarvydai,21.595,55.317,28
28,Leitgiriai,21.584,55.234,20
39,Vilku Kampas,21.651,55.483,33
94,Silavotas,23.77,54.671,79
28,Siksniai,22.021,55.251,0
33,Skraicionys,24.258,54.437,33
66,Pivasiunai,24.375,54.46,0
39,Tabalenka,24.205,54.452,28
66,Mikalavas,24.341,54.427,33
55,Raiziai,24.187,54.481,28
24,Zagariai,24.095,54.473,24
46,Ryliskiai,24.02,54.215,39
79,Azuoliniai,23.601,54.428,39
28,Mergalaukis,23.687,54.387,24
24,Kavalciukai,23.613,54.366,20
24,Kalesninkai,23.659,54.369,20
79,Verebiejai,23.696,54.457,66
28,Angininkai,23.722,54.397,20
66,Joginiskiai,23.389,55.055,28
39,Meskuciai,23.296,54.518,20
39,Kumelionys,23.333,54.532,20
28,Baragine,23.432,54.585,24
55,Igliskeliai,23.539,54.565,55
28,Trakiskiai,23.406,54.555,0
28,Svetlica,23.259,54.491,28
33,Gyviskiai,23.466,54.477,24
28,Kulokai,23.416,54.475,28
79,Zelsva,23.404,54.435,39
28,Bukta,23.393,54.451,20
66,Naujiena,23.406,54.395,33
39,Sventragis,23.654,54.547,24
39,Varnupiai,23.52,54.488,33
24,Akademija,23.824,54.896,20
46,Siponys,23.988,54.528,33
33,Buciunai,24.092,54.567,33
28,Smalininkai,22.58,55.086,20
39,Pazibai,24.107,55.744,24
28,Varpuciai,24.25,55.713,24
39,Nevezis,24.596,55.646,33
46,Burveliai,24.071,55.474,28
46,Naujarodziai,24.141,55.57,33
46,Karsakiskis,24.578,55.793,0
134,Geleziai,24.699,55.84,46
28,Vezionys,25.002,55.88,28
46,Uoginiai,24.784,55.884,24
33,Pyragiai,25.018,55.846,20
46,Gyvakarai,24.889,55.913,28
33,Zaideliai,24.956,55.897,24
66,Palevenele,25.002,55.907,66
46,Gulbinai,24.599,56.148,24
55,Puciakalne,24.886,56.413,0
46,Anciskiai,24.662,55.973,46
39,Sukionys,24.659,56.03,39
33,Kirkilai,24.689,56.241,28
28,Kiluciai,24.792,56.181,24
55,Obelaukiai,24.837,56.191,46
55,Pakalniskiai,23.847,55.771,46
39,Stungiai,23.306,56.343,28
55,Viluciai,25.525,55.703,39
28,Daujociai,25.415,55.689,24
33,Butenai,25.392,55.635,0
66,Leliunai,25.279,55.619,33
55,Kuniskiai,25.012,55.539,33
46,Dabuziai I,24.953,55.51,46
39,Janusava,24.923,55.453,20
55,Zemieji Svirnai,24.888,55.391,46
94,Baleliai,24.713,55.46,55
55,Petronys,24.567,55.316,33
66,Zeimiai,24.686,55.286,46
66,Recionys,24.786,55.298,46
28,Kurkliai II,25.107,55.424,24
24,Elmininkai I,25.201,55.556,24
46,Rubikiai,25.284,55.534,39
66,Burbiskis,25.217,55.501,46
66,Andrioniskis,25.044,55.598,66
134,Viesintos,24.992,55.69,66
79,Packenai,25.605,55.452,46
79,Skudutiskis,25.457,55.384,46
33,Ingavangis,23.785,54.652,20
66,Medzionys,24.344,54.659,33
39,Piestuvenai,24.314,54.63,39
79,Vysniunai,24.321,54.535,28
55,Gripiskes,24.345,54.56,28
66,Naujieji Elmininkai,25.152,55.551,33
230,Merkine,24.191,54.165,134
94,Miskiniai,23.537,54.158,66
160,Marcinkonys,24.402,54.06,134
94,Vieciunai,24.05,54.058,39
33,Sirvintos,24.946,55.061,20
476,Kelme,22.943,55.631,230
192,Garliava,23.873,54.822,94
685,Joniskis,23.614,56.239,331
100000,Vilnius,25.257,54.706,0
685,Taurage,22.29,55.252,685
685,Birzai,24.756,56.196,476
276,Plunge,21.846,55.911,192
79,Trakai,24.935,54.635,66
331,Prienai,23.94,54.636,192
331,Marijampole,23.345,54.551,0
685,Utena,25.611,55.501,685
397,Pabrade,25.766,54.983,276
685,Panevezys,24.365,55.734,685
571,Mazeikiai,22.342,56.305,571
276,Anyksciai,25.108,55.524,276
822,Alytus,24.022,54.414,476
397,Jonava,24.277,55.081,192
397,Kretinga,21.234,55.884,192
66,Svencionys,26.16,55.134,0
230,Kursenai,22.953,55.998,192
331,Elektrenai,24.646,54.776,276
331,Kedainiai,23.985,55.286,192
112,Palanga,21.077,55.928,94
476,Skuodas,21.518,56.269,331
476,Silale,22.186,55.493,230
331,Lazdijai,23.521,54.23,276
685,Rokiskis,25.585,55.955,476
571,Silute,21.473,55.349,331
822,Kybartai,22.766,54.64,160
192,Lentvaris,25.045,54.642,79
397,Svencioneliai,26.001,55.16,192
230,Zarasai,26.247,55.735,134
276,Naujoji Akmene,22.89,56.316,0
