rmax,name,lon,lat
55,Le Diamant,-61.024,14.48
685,Le Marin,-60.87,14.471
94,Riviere-Pilote,-60.902,14.487
55,Sainte-Anne,-60.88,14.435
79,Schoelcher,-61.1,14.616
134,Ducos,-60.975,14.576
134,Le Lamentin,-61.001,14.615
46,Les Trois-Ilets,-61.033,14.538
100000,Fort-de-France,-61.068,14.607
112,Le Francois,-60.902,14.615
55,Le Vauclin,-60.839,14.545
46,Le Carbet,-61.182,14.712
28,Bellefontaine,-61.163,14.674
94,Le Morne-Vert,-61.143,14.707
39,Fonds-Saint-Denis,-61.131,14.739
160,Case-Pilote,-61.138,14.643
66,Saint-Joseph,-61.037,14.671
33,Gros-Morne,-61.006,14.708
66,Le Robert,-60.938,14.678
94,Le Precheur,-61.224,14.801
66,L'Ajoupa-Bouillon,-61.113,14.825
476,Saint-Pierre,-61.174,14.743
33,Le Morne-Rouge,-61.134,14.773
112,La Trinite,-60.962,14.739
112,Le Lorrain,-61.055,14.833
79,Le Marigot,-61.027,14.822
192,Sainte-Marie,-60.993,14.781
134,Basse-Pointe,-61.119,14.869
33,Saint-Esprit,-60.936,14.561
66,Grand'Riviere,-61.18,14.873
66,Macouba,-61.144,14.876
33,Les Anses-d'Arlet,-61.079,14.491
79,Riviere-Salee,-60.98,14.529
