rs,name,lon,lat,r1
46,Le Diamant,-61.024,14.48,0
571,Le Marin,-60.87,14.471,276
79,Riviere-Pilote,-60.902,14.487,39
46,Sainte-Anne,-60.88,14.435,28
66,Schoelcher,-61.1,14.616,33
112,Ducos,-60.975,14.576,55
112,Le Lamentin,-61.001,14.615,55
39,Les Trois-Ilets,-61.033,14.538,0
100000,Fort-de-France,-61.068,14.607,0
94,Le Francois,-60.902,14.615,66
55,Le Vauclin,-60.839,14.545,0
39,Le Carbet,-61.182,14.712,24
24,Bellefontaine,-61.163,14.674,0
94,Le Morne-Vert,-61.143,14.707,39
33,Fonds-Saint-Denis,-61.131,14.739,24
134,Case-Pilote,-61.138,14.643,55
55,Saint-Joseph,-61.037,14.671,55
33,Gros-Morne,-61.006,14.708,0
66,Le Robert,-60.938,14.678,66
79,Le Precheur,-61.224,14.801,79
66,L'Ajoupa-Bouillon,-61.113,14.825,39
397,Saint-Pierre,-61.174,14.743,192
33,Le Morne-Rouge,-61.134,14.773,0
94,La Trinite,-60.962,14.739,0
94,Le Lorrain,-61.055,14.833,94
66,Le Marigot,-61.027,14.822,33
160,Sainte-Marie,-60.993,14.781,66
112,Basse-Pointe,-61.119,14.869,66
33,Saint-Esprit,-60.936,14.561,0
55,Grand'Riviere,-61.18,14.873,28
55,Macouba,-61.144,14.876,28
33,Les Anses-d'Arlet,-61.079,14.491,0
66,Riviere-Salee,-60.98,14.529,33
