rs,name,lon,lat,r1
100000,Sofia,23.32,42.687,0
1556,Plovdiv,24.755,42.142,1081
4644,Varna,27.898,43.224,2240
2240,Ruse,25.968,43.842,1556
1556,Burgas,27.464,42.511,751
901,Stara Zagora,25.621,42.424,626
1297,Pleven,24.618,43.413,901
626,Dobrich,27.833,43.568,303
751,Sliven,26.332,42.677,435
363,Yambol,26.511,42.483,176
901,Shumen,26.932,43.273,626
751,Haskovo,25.551,41.935,522
303,Pazardzhik,24.331,42.191,303
626,Veliko Tarnovo,25.619,43.079,626
1081,Blagoevgrad,23.098,42.008,751
901,Vratsa,23.552,43.208,522
211,Asenovgrad,24.876,42.013,123
363,Kazanlak,25.398,42.623,211
123,Meden Rudnik,27.414,42.455,60
2688,Vidin,22.875,43.992,751
626,Kardzhali,25.37,41.636,303
522,Gabrovo,25.315,42.878,253
303,Montana,23.222,43.408,253
435,Kyustendil,22.688,42.282,363
253,Pernik,23.038,42.604,211
1297,Silistra,27.269,44.114,522
363,Razgrad,26.526,43.524,363
522,Lovech,24.714,43.144,253
211,Targovishte,26.566,43.246,0
303,Dupnitsa,23.119,42.262,253
626,Svishtov,25.353,43.614,363
123,Gorna Oryahovitsa,25.697,43.131,60
2688,Petrich,23.208,41.398,626
60,Pernik,23.105,42.604,50
626,Samokov,23.559,42.336,303
363,Sandanski,23.28,41.56,176
253,Dimitrovgrad,25.594,42.059,123
522,Smolyan,24.71,41.576,435
253,Nova Zagora,26.007,42.492,253
253,Sevlievo,25.101,43.027,176
86,Asparuhovo,27.891,43.181,50
303,Aytos,27.25,42.702,211
751,Karlovo,24.806,42.639,303
211,Harmanli,25.91,41.922,0
303,Gotse Delchev,23.73,41.57,0
435,Lom,23.235,43.821,303
363,Peshtera,24.308,42.035,147
211,Velingrad,23.99,42.029,211
522,Troyan,24.71,42.888,253
147,Radomir,22.969,42.536,72
176,Pomorie,27.629,42.564,103
211,Karnobat,26.981,42.648,176
435,Panagyurishte,24.187,42.506,303
751,Kozloduy,23.718,43.781,363
253,Kostinbrod,23.205,42.819,123
435,Chirpan,25.335,42.2,211
253,Razlog,23.465,41.887,0
522,Botevgrad,23.794,42.906,253
72,Bankia - Ivanyane,23.149,42.71,0
253,Novi pazar,27.196,43.345,176
211,Radnevo,25.935,42.292,211
522,Knezha,24.08,43.498,303
303,Balchik,28.167,43.419,253
363,Cherven bryag,24.085,43.276,211
626,Svilengrad,26.208,41.771,253
253,Parvomay,25.235,42.101,123
123,Lukovit,24.164,43.209,72
435,Sredets,27.181,42.347,147
626,Dulovo,27.13,43.813,303
303,Berkovitsa,23.129,43.237,176
303,Ihtiman,23.813,42.439,176
253,Kostenets,23.864,42.315,123
60,Burgas,27.445,42.481,50
147,Kavarna,28.34,43.433,123
72,Rakitovo,24.085,41.991,72
253,Pavlikeni,25.308,43.239,253
522,Galabovo,25.864,42.137,176
147,Etropole,23.993,42.833,147
211,Momchilgrad,25.41,41.528,103
103,Byala Slatina,23.933,43.469,103
303,Isperih,26.832,43.715,176
211,Belene,25.126,43.646,176
435,Svoge,23.34,42.959,147
303,Pirdop,24.179,42.703,147
147,Septemvri,24.128,42.211,147
72,Vinitsa,27.981,43.244,60
176,Veliki Preslav,26.814,43.161,123
522,Kubrat,26.5,43.798,253
363,Provadia,27.441,43.177,211
435,Tutrakan,26.613,44.048,253
103,Bansko,23.489,41.837,50
211,Levski,25.145,43.36,147
103,Lyubimets,26.084,41.843,103
253,Dryanovo,25.473,42.979,123
363,Zlatograd,25.093,41.383,211
363,General Toshevo,28.032,43.702,176
303,Elin Pelin,23.6,42.669,211
303,Hisarya,24.711,42.507,147
123,Stamboliyski,24.535,42.135,0
103,Novi Iskar,23.348,42.813,103
253,Dolni chiflik,27.715,42.993,211
176,Mezdra,23.718,43.147,123
626,Elhovo,26.571,42.17,303
147,Simeonovgrad,25.838,42.028,86
123,Krichim,24.47,42.044,103
103,Kazichene,23.465,42.667,103
123,Slivnitsa,23.038,42.85,123
626,Popovo,26.226,43.348,211
303,Rakovski,24.963,42.285,176
253,Tervel,27.406,43.75,211
72,Aidemir,27.182,44.1,60
176,Lozen,23.486,42.602,60
147,Beloslav,27.706,43.189,123
147,Tryavna,25.492,42.871,103
103,Varshets,23.285,43.192,0
123,Bozhurishte,23.202,42.76,60
522,Tsarevo,27.846,42.169,363
303,Teteven,24.261,42.916,176
435,Kotel,26.443,42.89,211
253,Simitli,23.118,41.889,123
363,Devin,24.398,41.743,253
303,Straldzha,26.69,42.602,147
123,Devnya,27.569,43.219,86
435,Omurtag,26.417,43.11,147
60,Ustovo,24.782,41.573,60
253,Topolovgrad,26.337,42.085,147
435,Nesebar,27.727,42.661,123
103,Cherno More,27.49,42.614,103
303,Byala,25.737,43.459,303
303,Chepelare,24.681,41.724,147
