rs,name,lon,lat,r1
100000,Sarajevo,18.363,43.849,0
1867,Banja Luka,17.204,44.79,211
1081,Mostar,17.814,43.338,123
901,Tuzla,18.682,44.539,176
626,Zenica,17.923,44.2,86
522,Bijeljina,19.212,44.757,86
211,Brčko-Dizdaruša,18.806,44.866,72
751,Bihać-Centar,15.871,44.815,211
363,Prijedor,16.72,44.981,86
363,Doboj-Usora,18.083,44.726,103
2240,Trebinje,18.349,42.714,147
751,Modriča,18.298,44.96,60
303,Bardaci,17.849,44.596,50
1297,Zagrad,15.825,45.164,86
522,Stara Gradiška,17.259,45.143,86
211,Sanski Most-Muhići,16.663,44.765,50
176,Slivnice-Povezice,18.116,44.129,50
253,Pirota,17.652,44.226,50
363,Bugojno,17.446,44.057,50
303,Ljubuški-Baščina,17.513,43.213,50
626,Foča-Foca,18.777,43.505,86
147,Gračanica,18.307,44.699,50
435,Mali Zvornik,19.099,44.385,72
253,Ozrakovići,18.177,43.991,50
363,Goražde-Vinarići,18.979,43.666,50
176,Priluk,18.538,44.472,50
176,Pale-Koran,18.57,43.812,50
751,Livno-Žabljak,17.006,43.824,72
211,Hrvatska Dubica,16.812,45.178,50
303,Puškari,15.922,44.963,50
176,Kupusnica,16.024,45.074,50
103,Krivoglavci,18.34,43.901,50
147,Gradačac-Požarike,18.422,44.882,50
253,Potkleče,18.143,44.439,60
103,Zivinice,18.657,44.44,50
435,Konjic,17.961,43.65,60
123,Carica-Luka,17.899,44.085,50
435,Posušje,17.326,43.47,60
211,Dẑakići,19.014,44.501,50
176,Derventa-Ukrina,17.904,44.983,60
147,Daljan,17.398,44.137,50
253,Šamac,18.473,45.063,50
303,Nevesinje,18.121,43.257,60
86,Kiseljak,18.066,43.962,50
303,Mrkonjić Grad-Kasimovac,17.085,44.416,60
522,Dvor,16.382,45.045,60
253,Klašnice,17.301,44.895,50
123,Rapatnica-Bare,18.483,44.708,50
176,Janja,19.245,44.663,50
103,Isakovići,17.651,44.172,50
176,Bosanska Krupa,16.15,44.884,50
303,Vučine,19.295,43.786,50
123,Široki Brijeg,17.594,43.382,50
363,Bileća-Bileca,18.429,42.872,50
147,Hanke,18.521,44.407,50
123,Čelinac Gornji,17.325,44.721,50
211,Ključ-Pervici,16.76,44.54,50
211,Okolica-Jug II,17.657,44.869,50
123,Jajce-Stari grad,17.271,44.344,50
253,Šipovo,17.086,44.283,50
363,Bratunac-Danići,19.331,44.183,50
103,Odžak,18.325,45.011,50
253,Vlasenica,18.945,44.183,50
176,Kostajnica,16.543,45.22,50
60,Bulbulušići,18.262,44.016,50
123,Hadžići,18.203,43.821,50
211,Maglaj,18.1,44.55,50
176,Tomislavgrad,17.227,43.717,50
60,Ilijaš-Gornja Misoča,18.267,43.961,50
211,Topovina-Krajšina,17.948,43.08,50
211,Sokolac-Đurkovića Brdo,18.798,43.939,50
103,Čapljina-Brajkovići,17.703,43.113,50
751,Gacko,18.535,43.167,72
211,Zlate,17.757,43.661,50
103,Kotlanice-Kantića Gaj,17.983,44.613,50
211,Gornji Vakuf-Uskoplje-Košute,17.583,43.942,50
147,Котор Варош-Donja Varosh,17.377,44.622,50
123,Rogatica-Zaganovići,19.006,43.8,50
303,Teočak,18.997,44.603,50
86,Gracanica & Ulica Tupkovici,18.766,44.399,50
